Chromosome,Start,End,Build
4,20167288,20167328,GRCh37
4,20170758,20170967,GRCh37
4,20172852,20172889,GRCh37
4,20176030,20176363,GRCh37
4,20237629,20237876,GRCh37
4,20240995,20241437,GRCh37
4,20246257,20246362,GRCh37
4,20791523,20791528,GRCh37
4,20805695,20805722,GRCh37
4,20809343,20809353,GRCh37
4,20863200,20863207,GRCh37
4,20863909,20864276,GRCh37
4,20866834,20867025,GRCh37
4,20871079,20871232,GRCh37
4,20878010,20878194,GRCh37
4,20878494,20878641,GRCh37
4,20879058,20879081,GRCh37
4,20879852,20879961,GRCh37
4,20897503,20897540,GRCh37
4,20906546,20906704,GRCh37
4,20910017,20910371,GRCh37
4,20936397,20936398,GRCh37
4,20963730,20963780,GRCh37
4,20964610,20964662,GRCh37
4,20967953,20968118,GRCh37
4,20981919,20981981,GRCh37
4,20983712,20984200,GRCh37
4,21027477,21027500,GRCh37
4,21027638,21027722,GRCh37
4,21029142,21029158,GRCh37
4,21029340,21029394,GRCh37
4,21031051,21031658,GRCh37
4,21034741,21034991,GRCh37
4,21037780,21037869,GRCh37
4,21039897,21039957,GRCh37
4,21041013,21041150,GRCh37
4,21041432,21041473,GRCh37
4,21048515,21049004,GRCh37
4,21057749,21058153,GRCh37
4,21067709,21067798,GRCh37
4,21070772,21070791,GRCh37
4,21093867,21094140,GRCh37
4,21124101,21124551,GRCh37
4,21151222,21151245,GRCh37
4,21151854,21152000,GRCh37
4,21154021,21154147,GRCh37
4,21171075,21171086,GRCh37
4,21176947,21176949,GRCh37
4,21188790,21188800,GRCh37
4,21200658,21200692,GRCh37
4,21204336,21204400,GRCh37
4,21216920,21217000,GRCh37
4,21225280,21225402,GRCh37
4,21227306,21227497,GRCh37
4,21227597,21227610,GRCh37
4,21256143,21256234,GRCh37
4,21257119,21257170,GRCh37
4,21268182,21268201,GRCh37
4,21271317,21271832,GRCh37
4,21271924,21272044,GRCh37
4,21273158,21273320,GRCh37
4,21278662,21278738,GRCh37
4,21281159,21281173,GRCh37
4,21289237,21289576,GRCh37
4,21299816,21300511,GRCh37
4,21307929,21308017,GRCh37
4,21308164,21308167,GRCh37
4,21323944,21323960,GRCh37
4,21335523,21335745,GRCh37
4,21335924,21336118,GRCh37
4,21339182,21339264,GRCh37
4,21339465,21339481,GRCh37
4,21340369,21340600,GRCh37
4,21342093,21342237,GRCh37
4,21343210,21343705,GRCh37
4,21344892,21345056,GRCh37
4,21347498,21347690,GRCh37
4,21350453,21350660,GRCh37
4,21350899,21351111,GRCh37
4,21351586,21351706,GRCh37
4,21353546,21353775,GRCh37
4,21369189,21369341,GRCh37
4,21370292,21370537,GRCh37
4,21372964,21373062,GRCh37
4,21374991,21375312,GRCh37
4,21389080,21389113,GRCh37
4,21389148,21389222,GRCh37
4,21390902,21390927,GRCh37
4,21393646,21393680,GRCh37
4,21397252,21397268,GRCh37
4,21402756,21402917,GRCh37
4,21406041,21406182,GRCh37
4,21406342,21406372,GRCh37
4,21407021,21407226,GRCh37
4,21418956,21418996,GRCh37
4,21421579,21421628,GRCh37
4,21424386,21424400,GRCh37
4,21426260,21426745,GRCh37
4,21426841,21427390,GRCh37
4,21428057,21428094,GRCh37
4,21477587,21477918,GRCh37
4,21487054,21487152,GRCh37
4,21586382,21586556,GRCh37
4,21587409,21587619,GRCh37
4,21587985,21588467,GRCh37
4,21591500,21591678,GRCh37
4,21602820,21603064,GRCh37
4,21603594,21603635,GRCh37
4,21608969,21609132,GRCh37
4,21633655,21633853,GRCh37
4,21648770,21649486,GRCh37
4,21649795,21649955,GRCh37
4,21659400,21659464,GRCh37
4,21663797,21663909,GRCh37
4,21668423,21669597,GRCh37
4,21720649,21720849,GRCh37
4,21722908,21723382,GRCh37
4,21816998,21817045,GRCh37
4,21817058,21817320,GRCh37
4,21818659,21818787,GRCh37
4,21839342,21839427,GRCh37
4,21840481,21840540,GRCh37
4,21861668,21861751,GRCh37
4,21906081,21906160,GRCh37
4,21912063,21912138,GRCh37
4,21913156,21913227,GRCh37
4,21915775,21915971,GRCh37
4,21918509,21918745,GRCh37
4,21919056,21919116,GRCh37
4,21936142,21936180,GRCh37
4,21937209,21937245,GRCh37
4,21939538,21939593,GRCh37
4,21942327,21942962,GRCh37
4,21957277,21957278,GRCh37
4,21961752,21961800,GRCh37
4,21966525,21966586,GRCh37
4,21968355,21969241,GRCh37
4,21971101,21971268,GRCh37
4,22004397,22004779,GRCh37
4,22010529,22011049,GRCh37
4,22011563,22011597,GRCh37
4,22014112,22014519,GRCh37
4,22014679,22014753,GRCh37
4,22019898,22019901,GRCh37
4,22024586,22024647,GRCh37
4,22030606,22030726,GRCh37
4,22033530,22033600,GRCh37
4,22033750,22033816,GRCh37
4,22034046,22034083,GRCh37
4,22052429,22052620,GRCh37
4,22054773,22054800,GRCh37
4,22083016,22083215,GRCh37
4,22089571,22089626,GRCh37
4,22098210,22098745,GRCh37
4,22103253,22103398,GRCh37
4,22105234,22105313,GRCh37
4,22108174,22108176,GRCh37
4,22110522,22110800,GRCh37
4,22112514,22113196,GRCh37
4,22147891,22147895,GRCh37
4,22163831,22163882,GRCh37
4,22165910,22166511,GRCh37
4,22216682,22216683,GRCh37
4,22221508,22221688,GRCh37
4,22223080,22223222,GRCh37
4,22232626,22232708,GRCh37
4,22246276,22246919,GRCh37
4,22251110,22251346,GRCh37
4,22261388,22261418,GRCh37
4,22265043,22265089,GRCh37
4,22265414,22265536,GRCh37
4,22267303,22267394,GRCh37
4,22268049,22268052,GRCh37
4,22280127,22280173,GRCh37
4,22288030,22288040,GRCh37
4,22302200,22302600,GRCh37
4,22307659,22307784,GRCh37
4,22313270,22313320,GRCh37
4,22313466,22313745,GRCh37
4,22314387,22314479,GRCh37
4,22314491,22314547,GRCh37
4,22314747,22314927,GRCh37
4,22551492,22551512,GRCh37
4,22561894,22561903,GRCh37
4,22567895,22567904,GRCh37
4,22568998,22569000,GRCh37
4,22592930,22593448,GRCh37
4,22596345,22596417,GRCh37
4,22640209,22640387,GRCh37
4,22640422,22640489,GRCh37
4,22642066,22642199,GRCh37
4,22651685,22651735,GRCh37
4,22653945,22654228,GRCh37
4,22658937,22658946,GRCh37
4,22854583,22854600,GRCh37
4,22860707,22860820,GRCh37
4,22864139,22864251,GRCh37
4,22871306,22871340,GRCh37
4,22882295,22882571,GRCh37
4,22883992,22884000,GRCh37
4,22908920,22908934,GRCh37
4,22908976,22908990,GRCh37
4,22909089,22909105,GRCh37
4,22922113,22922153,GRCh37
4,22925792,22925809,GRCh37
4,22927316,22927359,GRCh37
4,22931930,22931952,GRCh37
4,22932652,22932674,GRCh37
4,22939727,22940031,GRCh37
4,22952890,22952914,GRCh37
4,22986475,22986487,GRCh37
4,22986835,22986892,GRCh37
4,23095146,23095179,GRCh37
4,23119334,23119401,GRCh37
4,23128953,23129037,GRCh37
4,23132482,23132503,GRCh37
4,23227676,23227704,GRCh37
4,23249558,23249830,GRCh37
4,23253056,23253130,GRCh37
4,23265051,23265183,GRCh37
4,23273972,23273980,GRCh37
4,23280203,23280205,GRCh37
4,23290782,23291395,GRCh37
4,23297956,23298000,GRCh37
4,23314261,23314364,GRCh37
4,23320571,23320600,GRCh37
4,23349070,23349220,GRCh37
4,23354449,23354527,GRCh37
4,23356270,23356316,GRCh37
4,23404462,23404494,GRCh37
4,23434603,23434800,GRCh37
4,23443800,23443854,GRCh37
4,23445460,23445600,GRCh37
4,23476573,23476634,GRCh37
4,23492515,23492536,GRCh37
4,23493035,23493123,GRCh37
4,23494408,23494418,GRCh37
4,23497637,23497983,GRCh37
4,23498483,23498499,GRCh37
4,23498643,23498876,GRCh37
4,23501221,23501299,GRCh37
4,23501495,23501567,GRCh37
4,23566095,23566099,GRCh37
4,23602408,23602416,GRCh37
4,23608331,23608392,GRCh37
4,23640820,23640862,GRCh37
4,23641100,23641146,GRCh37
4,23658609,23658854,GRCh37
4,23667331,23667344,GRCh37
4,23671844,23671893,GRCh37
4,23672869,23672887,GRCh37
4,23678999,23679450,GRCh37
4,23693348,23693523,GRCh37
4,23694706,23694714,GRCh37
4,23695507,23695640,GRCh37
4,23700400,23700740,GRCh37
4,23701141,23701192,GRCh37
4,23710630,23710654,GRCh37
4,23712110,23712207,GRCh37
4,23914727,23914847,GRCh37
4,23990636,23990718,GRCh37
4,23991752,23991918,GRCh37
4,23991922,23992000,GRCh37
4,24023122,24023247,GRCh37
4,24098145,24098221,GRCh37
4,24286055,24286371,GRCh37
4,24289087,24289219,GRCh37
4,24290420,24290500,GRCh37
4,24299132,24299501,GRCh37
4,24300978,24301000,GRCh37
4,24306222,24306284,GRCh37
4,24309282,24309324,GRCh37
4,24309944,24310099,GRCh37
4,24378050,24378160,GRCh37
4,24405200,24405326,GRCh37
4,24433443,24433461,GRCh37
4,24453959,24454315,GRCh37
4,24454944,24455121,GRCh37
4,24460655,24460759,GRCh37
4,24460780,24461051,GRCh37
4,24461440,24461536,GRCh37
4,24623565,24623566,GRCh37
4,24633930,24633967,GRCh37
4,24637351,24637399,GRCh37
4,24711002,24711026,GRCh37
4,24946183,24946186,GRCh37
4,24946395,24946671,GRCh37
4,24956623,24956651,GRCh37
4,25463710,25463736,GRCh37
4,25467081,25467267,GRCh37
4,25473807,25474139,GRCh37
4,25474886,25474893,GRCh37
4,25519033,25519034,GRCh37
4,25520689,25520860,GRCh37
4,25522100,25522280,GRCh37
4,25522438,25522493,GRCh37
4,25600897,25600901,GRCh37
4,25602287,25602358,GRCh37
4,25603420,25603513,GRCh37
4,25603966,25604010,GRCh37
4,25605768,25605833,GRCh37
4,25647688,25647700,GRCh37
4,25649937,25650341,GRCh37
4,25710159,25710182,GRCh37
4,26119455,26119484,GRCh37
4,27034571,27034629,GRCh37
4,27141441,27141589,GRCh37
4,27172263,27172264,GRCh37
4,27174577,27174584,GRCh37
4,27265628,27266066,GRCh37
4,27314175,27314471,GRCh37
4,27346790,27347148,GRCh37
4,27355377,27355398,GRCh37
4,27373050,27373057,GRCh37
4,27373866,27374636,GRCh37
4,27395602,27395617,GRCh37
4,27406070,27406200,GRCh37
4,27410967,27411036,GRCh37
4,27411883,27412155,GRCh37
4,27414726,27415100,GRCh37
4,27419722,27419723,GRCh37
4,27423735,27423791,GRCh37
4,27437491,27437669,GRCh37
4,27438162,27438390,GRCh37
4,27440764,27440767,GRCh37
4,27444030,27444053,GRCh37
4,27445930,27445995,GRCh37
4,27458648,27459320,GRCh37
4,27462082,27462131,GRCh37
4,27463208,27463234,GRCh37
4,27472381,27472390,GRCh37
4,27487086,27487107,GRCh37
4,27535736,27536220,GRCh37
4,27537636,27537669,GRCh37
4,27576684,27576687,GRCh37
4,27576997,27577065,GRCh37
4,27584421,27584761,GRCh37
4,27608937,27609014,GRCh37
4,27612416,27612584,GRCh37
4,27616229,27616270,GRCh37
4,27617138,27617780,GRCh37
4,27618970,27619126,GRCh37
4,27620210,27620569,GRCh37
4,27642850,27642872,GRCh37
4,27647434,27647584,GRCh37
4,27651454,27651594,GRCh37
4,27657838,27658113,GRCh37
4,27658369,27658847,GRCh37
4,27660811,27660814,GRCh37
4,27665983,27666430,GRCh37
4,27667586,27667600,GRCh37
4,27667782,27668027,GRCh37
4,27669950,27670136,GRCh37
4,27701809,27701840,GRCh37
4,27705200,27705540,GRCh37
4,27725732,27725814,GRCh37
4,27737530,27737534,GRCh37
4,27738063,27738074,GRCh37
4,27755800,27756040,GRCh37
4,27772015,27772152,GRCh37
4,27772337,27772402,GRCh37
4,27777456,27777629,GRCh37
4,27783907,27784437,GRCh37
4,27786903,27786959,GRCh37
4,27798254,27798379,GRCh37
4,27799276,27799474,GRCh37
4,27809240,27809751,GRCh37
4,27821761,27822128,GRCh37
4,27824042,27824116,GRCh37
4,27839833,27840007,GRCh37
4,27841633,27841685,GRCh37
4,27845290,27845316,GRCh37
4,27850880,27850960,GRCh37
4,27867476,27868960,GRCh37
4,27872110,27872539,GRCh37
4,27875012,27875092,GRCh37
4,27894497,27894534,GRCh37
4,27896594,27896627,GRCh37
4,27907922,27908787,GRCh37
4,27910410,27910479,GRCh37
4,27911212,27912000,GRCh37
4,27912400,27913104,GRCh37
4,27914379,27914514,GRCh37
4,27938614,27938638,GRCh37
4,27939635,27939637,GRCh37
4,27941072,27941182,GRCh37
4,27942859,27943524,GRCh37
4,27943665,27943739,GRCh37
4,27954030,27954371,GRCh37
4,27955193,27955677,GRCh37
4,27962590,27962640,GRCh37
4,27989410,27989591,GRCh37
4,27995128,27995664,GRCh37
4,28023508,28023945,GRCh37
4,28024186,28024860,GRCh37
4,28026066,28026214,GRCh37
4,28028048,28028135,GRCh37
4,28028368,28028830,GRCh37
4,28053035,28053659,GRCh37
4,28054375,28054392,GRCh37
4,28056612,28056845,GRCh37
4,28057706,28057759,GRCh37
4,28068935,28068965,GRCh37
4,28073065,28073179,GRCh37
4,28098825,28098964,GRCh37
4,28105102,28105229,GRCh37
4,28110123,28110226,GRCh37
4,28113702,28113761,GRCh37
4,28121200,28121205,GRCh37
4,28122661,28122678,GRCh37
4,28124294,28124295,GRCh37
4,28134304,28134311,GRCh37
4,28134888,28134931,GRCh37
4,28141937,28141938,GRCh37
4,28146503,28146619,GRCh37
4,28149051,28149197,GRCh37
4,28162594,28163151,GRCh37
4,28181756,28181955,GRCh37
4,28201554,28201912,GRCh37
4,28202940,28203020,GRCh37
4,28210219,28210666,GRCh37
4,28325959,28326264,GRCh37
4,28332760,28332775,GRCh37
4,28417270,28417393,GRCh37
4,28418398,28418424,GRCh37
4,28428264,28428267,GRCh37
4,28499115,28499119,GRCh37
4,28531681,28532020,GRCh37
4,28535742,28535854,GRCh37
4,28537540,28538639,GRCh37
4,28643610,28643920,GRCh37
4,28644929,28645073,GRCh37
4,28645366,28645451,GRCh37
4,28654400,28654426,GRCh37
4,28654448,28654890,GRCh37
4,28660761,28660885,GRCh37
4,28665236,28665239,GRCh37
4,28670650,28670895,GRCh37
4,28672393,28672414,GRCh37
4,28689400,28689504,GRCh37
4,28693496,28693946,GRCh37
4,28715261,28715379,GRCh37
4,28737097,28737196,GRCh37
4,28739807,28740160,GRCh37
4,28747812,28747840,GRCh37
4,28748094,28748401,GRCh37
4,28765570,28765600,GRCh37
4,28786155,28786182,GRCh37
4,28788769,28789040,GRCh37
4,28791385,28791459,GRCh37
4,28821410,28821627,GRCh37
4,28827905,28828166,GRCh37
4,28831630,28831769,GRCh37
4,28842363,28842400,GRCh37
4,28853137,28853149,GRCh37
4,28861423,28861575,GRCh37
4,28864574,28864700,GRCh37
4,28871401,28871413,GRCh37
4,28875247,28875248,GRCh37
4,28876787,28876800,GRCh37
4,28886705,28887298,GRCh37
4,28887308,28887418,GRCh37
4,28894135,28894147,GRCh37
4,28894787,28895213,GRCh37
4,28902387,28903200,GRCh37
4,28933669,28933795,GRCh37
4,28933892,28933903,GRCh37
4,28938441,28938463,GRCh37
4,28952534,28952567,GRCh37
4,28953176,28953823,GRCh37
4,28954279,28954571,GRCh37
4,28956004,28956252,GRCh37
4,28964950,28965306,GRCh37
4,28965545,28965641,GRCh37
4,28979690,28979793,GRCh37
4,28980657,28980940,GRCh37
4,29001539,29001550,GRCh37
4,29018228,29018725,GRCh37
4,29030252,29030713,GRCh37
4,29030746,29030773,GRCh37
4,29032890,29032892,GRCh37
4,29056615,29057063,GRCh37
4,29063396,29063409,GRCh37
4,29069994,29070060,GRCh37
4,29079146,29079509,GRCh37
4,29080020,29080153,GRCh37
4,29081300,29082052,GRCh37
4,29093260,29093348,GRCh37
4,29096519,29097698,GRCh37
4,29098635,29099468,GRCh37
4,29100957,29101012,GRCh37
4,29102731,29103004,GRCh37
4,29104704,29104705,GRCh37
4,29107962,29108360,GRCh37
4,29109023,29109040,GRCh37
4,29122203,29122233,GRCh37
4,29122280,29123125,GRCh37
4,29130846,29130951,GRCh37
4,29131228,29131235,GRCh37
4,29132719,29132852,GRCh37
4,29133337,29134709,GRCh37
4,29140838,29140852,GRCh37
4,29144990,29145015,GRCh37
4,29164362,29165326,GRCh37
4,29177230,29177362,GRCh37
4,29190663,29191021,GRCh37
4,29192191,29192478,GRCh37
4,29213605,29213725,GRCh37
4,29214505,29215185,GRCh37
4,29217665,29217817,GRCh37
4,29220701,29220976,GRCh37
4,29221344,29221699,GRCh37
4,29224050,29224266,GRCh37
4,29248648,29248692,GRCh37
4,29253600,29253855,GRCh37
4,29253894,29253932,GRCh37
4,29255130,29255581,GRCh37
4,29262157,29262643,GRCh37
4,29266953,29266956,GRCh37
4,29272741,29272767,GRCh37
4,29275214,29275304,GRCh37
4,29292570,29293087,GRCh37
4,29295258,29295462,GRCh37
4,29301636,29301872,GRCh37
4,29332124,29332355,GRCh37
4,29350284,29350719,GRCh37
4,29350747,29350914,GRCh37
4,29360041,29360128,GRCh37
4,29369597,29369723,GRCh37
4,29370276,29370287,GRCh37
4,29393200,29393343,GRCh37
4,29408226,29408480,GRCh37
4,29410228,29410608,GRCh37
4,29419621,29419630,GRCh37
4,29420785,29420975,GRCh37
4,29421149,29421517,GRCh37
4,29425104,29425324,GRCh37
4,29432744,29433076,GRCh37
4,29433140,29433382,GRCh37
4,29437117,29437155,GRCh37
4,29438690,29438728,GRCh37
4,29457212,29457748,GRCh37
4,29460205,29460244,GRCh37
4,29471463,29472356,GRCh37
4,29478610,29478616,GRCh37
4,29482050,29482210,GRCh37
4,29486538,29486575,GRCh37
4,29498548,29498977,GRCh37
4,29505269,29505745,GRCh37
4,29510240,29510247,GRCh37
4,29514962,29515160,GRCh37
4,29515371,29515494,GRCh37
4,29522445,29522635,GRCh37
4,29528949,29529055,GRCh37
4,29535405,29535436,GRCh37
4,29540409,29540860,GRCh37
4,29550754,29550910,GRCh37
4,29559134,29559262,GRCh37
4,29571602,29571952,GRCh37
4,29577776,29578340,GRCh37
4,29585126,29585190,GRCh37
4,29601935,29602100,GRCh37
4,29603006,29603399,GRCh37
4,29604135,29604333,GRCh37
4,29605970,29605999,GRCh37
4,29615627,29615704,GRCh37
4,29625470,29625766,GRCh37
4,29628541,29628685,GRCh37
4,29630196,29631384,GRCh37
4,29631933,29632323,GRCh37
4,29632864,29633291,GRCh37
4,29643374,29643501,GRCh37
4,29645238,29645384,GRCh37
4,29646596,29646960,GRCh37
4,29648335,29648373,GRCh37
4,29648421,29648576,GRCh37
4,29651347,29651395,GRCh37
4,29658764,29658787,GRCh37
4,29661889,29662010,GRCh37
4,29663183,29664267,GRCh37
4,29667231,29667532,GRCh37
4,29671839,29672963,GRCh37
4,29682038,29682051,GRCh37
4,29689874,29690147,GRCh37
4,29693130,29693222,GRCh37
4,29693249,29693650,GRCh37
4,29703626,29703908,GRCh37
4,29703966,29704082,GRCh37
4,29704093,29704247,GRCh37
4,29709452,29709998,GRCh37
4,29726420,29726783,GRCh37
4,29732898,29733063,GRCh37
4,29733670,29734103,GRCh37
4,29764126,29764723,GRCh37
4,29768137,29768142,GRCh37
4,29784720,29784820,GRCh37
4,29790328,29790341,GRCh37
4,29796765,29796936,GRCh37
4,29799849,29800356,GRCh37
4,29814151,29814276,GRCh37
4,29820036,29820123,GRCh37
4,29840561,29840562,GRCh37
4,29843805,29844005,GRCh37
4,29846754,29846909,GRCh37
4,29854490,29854720,GRCh37
4,29867651,29867671,GRCh37
4,29872889,29872993,GRCh37
4,29879046,29879456,GRCh37
4,29887544,29887983,GRCh37
4,29896864,29897640,GRCh37
4,29905719,29905815,GRCh37
4,29915387,29916185,GRCh37
4,29922612,29924099,GRCh37
4,29924990,29925793,GRCh37
4,29945114,29945435,GRCh37
4,29945646,29945650,GRCh37
4,29949035,29949701,GRCh37
4,29950793,29950799,GRCh37
4,29953322,29953510,GRCh37
4,29962629,29962994,GRCh37
4,29980686,29980951,GRCh37
4,29982085,29982315,GRCh37
4,30017561,30017855,GRCh37
4,30024926,30024974,GRCh37
4,30041323,30041326,GRCh37
4,30042343,30042571,GRCh37
4,30042742,30042787,GRCh37
4,30043106,30043194,GRCh37
4,30043891,30044543,GRCh37
4,30045491,30045800,GRCh37
4,30047765,30047844,GRCh37
4,30052205,30052222,GRCh37
4,30053358,30053361,GRCh37
4,30053836,30054200,GRCh37
4,30055322,30055377,GRCh37
4,30089985,30090358,GRCh37
4,30093561,30093727,GRCh37
4,30095590,30095916,GRCh37
4,30101850,30101892,GRCh37
4,30123020,30123200,GRCh37
4,30142726,30142896,GRCh37
4,30143591,30144660,GRCh37
4,30164978,30165077,GRCh37
4,30167213,30167389,GRCh37
4,30173400,30173437,GRCh37
4,30178688,30178765,GRCh37
4,30188454,30188456,GRCh37
4,30190573,30190581,GRCh37
4,30214747,30214822,GRCh37
4,30226147,30226456,GRCh37
4,30228311,30228534,GRCh37
4,30236728,30236828,GRCh37
4,30249400,30249458,GRCh37
4,30259055,30259579,GRCh37
4,30277514,30277800,GRCh37
4,30281763,30281925,GRCh37
4,30281952,30282000,GRCh37
4,30294042,30294241,GRCh37
4,30297807,30298337,GRCh37
4,30299557,30299601,GRCh37
4,30304018,30304031,GRCh37
4,30316527,30316539,GRCh37
4,30322986,30322989,GRCh37
4,30323146,30323237,GRCh37
4,30336372,30336644,GRCh37
4,30336660,30336930,GRCh37
4,30341044,30341074,GRCh37
4,30354238,30354317,GRCh37
4,30365007,30365451,GRCh37
4,30372969,30373247,GRCh37
4,30407234,30407599,GRCh37
4,30413427,30413476,GRCh37
4,30435915,30437355,GRCh37
4,30438813,30439040,GRCh37
4,30445744,30446051,GRCh37
4,30447553,30447618,GRCh37
4,30447928,30447950,GRCh37
4,30448425,30448513,GRCh37
4,30467259,30467530,GRCh37
4,30468180,30468558,GRCh37
4,30477200,30477639,GRCh37
4,30480977,30481210,GRCh37
4,30488704,30488826,GRCh37
4,30494195,30494197,GRCh37
4,30510215,30510220,GRCh37
4,30517063,30517253,GRCh37
4,30521130,30521843,GRCh37
4,30525120,30525160,GRCh37
4,30530770,30532064,GRCh37
4,30543218,30543585,GRCh37
4,30544083,30544095,GRCh37
4,30544116,30544200,GRCh37
4,30549784,30549811,GRCh37
4,30550551,30550925,GRCh37
4,30551730,30551961,GRCh37
4,30569755,30570943,GRCh37
4,30573058,30573430,GRCh37
4,30574365,30574728,GRCh37
4,30579530,30581128,GRCh37
4,30591496,30591605,GRCh37
4,30630549,30630959,GRCh37
4,30647217,30647463,GRCh37
4,30650561,30650615,GRCh37
4,30652370,30652888,GRCh37
4,30681906,30682129,GRCh37
4,30701816,30701842,GRCh37
4,30702931,30703324,GRCh37
4,30703529,30703751,GRCh37
4,31178774,31178900,GRCh37
4,31180237,31180256,GRCh37
4,31181707,31181871,GRCh37
4,31199943,31199949,GRCh37
4,31207127,31207666,GRCh37
4,31216257,31216635,GRCh37
4,31221057,31221085,GRCh37
4,31221390,31221571,GRCh37
4,31222390,31222400,GRCh37
4,31224357,31224457,GRCh37
4,31225555,31225724,GRCh37
4,31231884,31231979,GRCh37
4,31233494,31233600,GRCh37
4,31245758,31245759,GRCh37
4,31255133,31255273,GRCh37
4,31260716,31260759,GRCh37
4,31266599,31266871,GRCh37
4,31290579,31290599,GRCh37
4,31295113,31295596,GRCh37
4,31308386,31308400,GRCh37
4,31310135,31310154,GRCh37
4,31310820,31311152,GRCh37
4,31325384,31325388,GRCh37
4,31330087,31330131,GRCh37
4,31338185,31338876,GRCh37
4,31359805,31359822,GRCh37
4,31409423,31409676,GRCh37
4,31423092,31423118,GRCh37
4,31427890,31428023,GRCh37
4,31439769,31439827,GRCh37
4,31441639,31441730,GRCh37
4,31442214,31443030,GRCh37
4,31456232,31456496,GRCh37
4,31470530,31470767,GRCh37
4,31471058,31471063,GRCh37
4,31474100,31474646,GRCh37
4,31483546,31483691,GRCh37
4,31486876,31486885,GRCh37
4,31487167,31487470,GRCh37
4,31491197,31491241,GRCh37
4,31491266,31491754,GRCh37
4,31494613,31494625,GRCh37
4,31496092,31496195,GRCh37
4,31496995,31497093,GRCh37
4,31501433,31501772,GRCh37
4,31522970,31523022,GRCh37
4,31559410,31559745,GRCh37
4,31564934,31564935,GRCh37
4,31570746,31571060,GRCh37
4,31571805,31571861,GRCh37
4,31572011,31572496,GRCh37
4,31590600,31590960,GRCh37
4,31592092,31592216,GRCh37
4,31599081,31599087,GRCh37
4,31602003,31602140,GRCh37
4,31605926,31605970,GRCh37
4,31626315,31626694,GRCh37
4,31628310,31628359,GRCh37
4,31634450,31634472,GRCh37
4,31635298,31635318,GRCh37
4,31639444,31639979,GRCh37
4,31645352,31646083,GRCh37
4,31667328,31667351,GRCh37
4,31671470,31671659,GRCh37
4,31673240,31673298,GRCh37
4,31673319,31673518,GRCh37
4,31673616,31673877,GRCh37
4,31674174,31675234,GRCh37
4,31681359,31681752,GRCh37
4,31688992,31689010,GRCh37
4,31700496,31700568,GRCh37
4,31708827,31709000,GRCh37
4,31714056,31714057,GRCh37
4,31714730,31715200,GRCh37
4,31724665,31724881,GRCh37
4,31726596,31727184,GRCh37
4,31729954,31731115,GRCh37
4,31747924,31747953,GRCh37
4,31751271,31751272,GRCh37
4,31752519,31752920,GRCh37
4,31757450,31757538,GRCh37
4,31758864,31758972,GRCh37
4,31759884,31759919,GRCh37
4,31760945,31761139,GRCh37
4,31773777,31774350,GRCh37
4,31775650,31775876,GRCh37
4,31778350,31779360,GRCh37
4,31784532,31784534,GRCh37
4,31804318,31804334,GRCh37
4,31808950,31809045,GRCh37
4,31809066,31809495,GRCh37
4,31809550,31809656,GRCh37
4,31814963,31815261,GRCh37
4,31818332,31818365,GRCh37
4,31847539,31847816,GRCh37
4,31850173,31850207,GRCh37
4,31859515,31859841,GRCh37
4,31886319,31886363,GRCh37
4,31892233,31892672,GRCh37
4,31893146,31893188,GRCh37
4,31905729,31906390,GRCh37
4,31910634,31910881,GRCh37
4,31919592,31919600,GRCh37
4,31930360,31930413,GRCh37
4,31944427,31944466,GRCh37
4,31944517,31945241,GRCh37
4,31945552,31945595,GRCh37
4,31958020,31958266,GRCh37
4,31961535,31961666,GRCh37
4,31962389,31962438,GRCh37
4,31962464,31962929,GRCh37
4,31963250,31963695,GRCh37
4,31966303,31966312,GRCh37
4,31968330,31968390,GRCh37
4,31978734,31978743,GRCh37
4,31981649,31981671,GRCh37
4,31982295,31982433,GRCh37
4,31984773,31984775,GRCh37
4,31984952,31984980,GRCh37
4,32095587,32095600,GRCh37
4,32098690,32098883,GRCh37
4,32099200,32099221,GRCh37
4,32101843,32101917,GRCh37
4,32102701,32102868,GRCh37
4,32116038,32116535,GRCh37
4,32121850,32121878,GRCh37
4,32122208,32122426,GRCh37
4,32125270,32125680,GRCh37
4,32161600,32161849,GRCh37
4,32166283,32166537,GRCh37
4,32168289,32168290,GRCh37
4,32168778,32168843,GRCh37
4,32169230,32169246,GRCh37
4,32169708,32169876,GRCh37
4,32184590,32184884,GRCh37
4,32206212,32206273,GRCh37
4,32209842,32210199,GRCh37
4,32219964,32220045,GRCh37
4,32229286,32229370,GRCh37
4,32229832,32229842,GRCh37
4,32232796,32233709,GRCh37
4,32235853,32236240,GRCh37
4,32246521,32246562,GRCh37
4,32250102,32250130,GRCh37
4,32259937,32260252,GRCh37
4,32260803,32260820,GRCh37
4,32261979,32261982,GRCh37
4,32271668,32272207,GRCh37
4,32283906,32284761,GRCh37
4,32298389,32298395,GRCh37
4,32304954,32305181,GRCh37
4,32307172,32307180,GRCh37
4,32317675,32318085,GRCh37
4,32324176,32324388,GRCh37
4,32334016,32334567,GRCh37
4,32337159,32337599,GRCh37
4,32337735,32337798,GRCh37
4,32338030,32338400,GRCh37
4,32349517,32350302,GRCh37
4,32353657,32353753,GRCh37
4,32356254,32357363,GRCh37
4,32368312,32368872,GRCh37
4,32369292,32369589,GRCh37
4,32373292,32373343,GRCh37
4,32380186,32381074,GRCh37
4,32390537,32390561,GRCh37
